feature,importance_mean,importance_std
num__cbcl_006,0.029036458333333327,0.00078125
num__cbcl_008,0.026692708333333325,0.000956831930774679
num__cbcl_014,0.026093750000000006,0.006666666666666643
num__cbcl_007,0.026093750000000006,0.006666666666666643
num__cbcl_externalizing_proxy,0.023359375000000005,0.006336532052697344
num__cbcl_012,0.023151041666666684,0.0077113240256888585
num__cbcl_003,0.01158854166666672,0.000956831930774679
num__has_sdq,0.01158854166666672,0.000956831930774679
num__cbcl_016,0.011380208333333374,0.006666666666666688
num__cbcl_017,0.009817708333333374,0.006903547108089536
num__cbcl_005,0.009817708333333374,0.006903547108089536
num__cbcl_011,0.009427083333333374,0.006666666666666687
num__cbcl_105,0.008255208333333375,0.007111139509356294
num__cbcl_028,0.006875000000000031,0.008060894946825098
num__sdq_peer_problems,0.006875000000000031,0.008060894946825098
num__cbcl_106,0.006875000000000031,0.008060894946825098
num__cbcl_018,0.006692708333333375,0.006336532052697387
num__cbcl_023,0.006692708333333375,0.006336532052697387
num__cbcl_022,0.006093750000000031,0.008164965809277286
num__cbcl_042,0.0,0.0
num__cbcl_044,0.0,0.0
num__cbcl_041,0.0,0.0
num__cbcl_040,0.0,0.0
num__cbcl_039,0.0,0.0
num__cbcl_043,0.0,0.0
num__cbcl_047,0.0,0.0
num__cbcl_045,0.0,0.0
num__cbcl_046,0.0,0.0
num__cbcl_037,0.0,0.0
num__cbcl_048,0.0,0.0
num__cbcl_049,0.0,0.0
num__cbcl_050,0.0,0.0
num__cbcl_051,0.0,0.0
num__cbcl_038,0.0,0.0
num__age_years,0.0,0.0
num__cbcl_035,0.0,0.0
num__cbcl_034,0.0,0.0
num__cbcl_033,0.0,0.0
num__cbcl_031,0.0,0.0
num__cbcl_026,0.0,0.0
num__sdq_15,0.0,0.0
num__sdq_16,0.0,0.0
num__cbcl_054,0.0,0.0
num__cbcl_019,0.0,0.0
num__sdq_02,0.0,0.0
num__cbcl_002,0.0,0.0
num__cbcl_001,0.0,0.0
num__has_cbcl,0.0,0.0
num__cdi_27,0.0,0.0
num__cbcl_053,0.0,0.0
num__cbcl_057,0.0,0.0
num__cbcl_055,0.0,0.0
num__cbcl_081,0.0,0.0
num__cbcl_083,0.0,0.0
num__cbcl_084,0.0,0.0
num__cbcl_085,0.0,0.0
num__cbcl_086,0.0,0.0
num__cbcl_087,0.0,0.0
num__cbcl_088,0.0,0.0
num__cbcl_090,0.0,0.0
num__cbcl_091,0.0,0.0
num__cbcl_092,0.0,0.0
num__sdq_08,0.0,0.0
num__sdq_07,0.0,0.0
num__sdq_06,0.0,0.0
num__cbcl_112,0.0,0.0
num__sdq_05,0.0,0.0
num__cbcl_116,0.0,0.0
num__sdq_03,0.0,0.0
num__cbcl_aggressive_behavior_proxy,0.0,0.0
num__cbcl_attention_problems_proxy,0.0,0.0
num__cbcl_rule_breaking_proxy,0.0,0.0
num__cbcl_082,0.0,0.0
num__cbcl_080,0.0,0.0
num__cbcl_056,0.0,0.0
num__cbcl_078,0.0,0.0
num__cdi_25,0.0,0.0
num__cbcl_058,0.0,0.0
num__cbcl_059,0.0,0.0
num__cbcl_060,0.0,0.0
num__cbcl_061,0.0,0.0
num__cbcl_062,0.0,0.0
num__cbcl_063,0.0,0.0
num__cbcl_064,0.0,0.0
num__cbcl_065,0.0,0.0
num__cbcl_066,0.0,0.0
num__cbcl_067,0.0,0.0
num__cbcl_068,0.0,0.0
num__cbcl_069,0.0,0.0
num__cbcl_070,0.0,0.0
num__cbcl_071,0.0,0.0
num__cbcl_072,0.0,0.0
num__cbcl_075,0.0,0.0
num__cbcl_076,0.0,0.0
num__cbcl_077,0.0,0.0
num__cdi_26,0.0,0.0
num__sdq_01,0.0,0.0
num__cdi_24,0.0,0.0
num__mfq_sr_33,0.0,0.0
num__mfq_p_21,0.0,0.0
num__mfq_p_19,0.0,0.0
num__mfq_sr_16,0.0,0.0
num__mfq_p_18,0.0,0.0
num__mfq_p_16,0.0,0.0
num__mfq_p_15,0.0,0.0
num__mfq_sr_22,0.0,0.0
num__mfq_p_14,0.0,0.0
num__sdq_22,0.0,0.0
num__mfq_sr_25,0.0,0.0
num__mfq_sr_26,0.0,0.0
num__mfq_p_13,0.0,0.0
num__mfq_sr_28,0.0,0.0
num__mfq_sr_30,0.0,0.0
num__mfq_p_30,0.0,0.0
num__mfq_sr_14,0.0,0.0
num__mfq_sr_13,0.0,0.0
num__mfq_sr_12,0.0,0.0
num__mfq_sr_03,0.0,0.0
num__sdq_emotional_symptoms,0.0,0.0
num__mfq_p_32,0.0,0.0
num__mfq_p_total,0.0,0.0
num__has_mfq_sr,0.0,0.0
num__mfq_p_27,0.0,0.0
num__mfq_sr_02,0.0,0.0
num__mfq_sr_04,0.0,0.0
num__mfq_p_22,0.0,0.0
num__mfq_sr_05,0.0,0.0
num__mfq_p_26,0.0,0.0
num__cdi_23,0.0,0.0
num__mfq_p_25,0.0,0.0
num__mfq_sr_09,0.0,0.0
num__sdq_conduct_problems,0.0,0.0
num__sdq_21,0.0,0.0
num__mfq_sr_31,0.0,0.0
num__mfq_p_12,0.0,0.0
num__cdi_07,0.0,0.0
num__mfq_p_10,0.0,0.0
num__cdi_10,0.0,0.0
num__cdi_11,0.0,0.0
num__cdi_12,0.0,0.0
num__mfq_p_02,0.0,0.0
num__mfq_p_01,0.0,0.0
num__cdi_14,0.0,0.0
num__cdi_15,0.0,0.0
num__cdi_16,0.0,0.0
num__has_mfq_p,0.0,0.0
num__cdi_18,0.0,0.0
num__cdi_19,0.0,0.0
num__cdi_20,0.0,0.0
num__cdi_21,0.0,0.0
num__cdi_22,0.0,0.0
num__cdi_08,0.0,0.0
num__cdi_09,0.0,0.0
num__cdi_06,0.0,0.0
num__cdi_05,0.0,0.0
num__mfq_p_07,0.0,0.0
num__cdi_02,0.0,0.0
num__cdi_03,0.0,0.0
num__cdi_04,0.0,0.0
num__mfq_p_06,0.0,0.0
num__mfq_p_05,0.0,0.0
num__mfq_p_29,0.0,0.0
num__cdi_13,-0.000390625,0.0007812500000000002
num__mfq_p_17,-0.000390625,0.0007812500000000002
num__cdi_17,-0.000390625,0.00078125
num__mfq_sr_29,-0.000390625,0.0007812500000000002
num__release,-0.000390625,0.0007812500000000002
num__cbcl_102,-0.000390625,0.00078125
num__mfq_p_33,-0.000390625,0.00078125
num__cdi_total,-0.000390625,0.00078125
num__mfq_sr_21,-0.00078125,0.000956831930774679
num__sdq_prosocial_behavior,-0.00078125,0.000956831930774679
num__cbcl_118,-0.001171875,0.000956831930774679
num__cbcl_anxious_depressed_proxy,-0.001171875,0.000956831930774679
num__cbcl_109,-0.001171875,0.000956831930774679
num__mfq_sr_07,-0.001171875,0.000956831930774679
num__cbcl_052,-0.001171875,0.000956831930774679
num__mfq_sr_08,-0.001171875,0.000956831930774679
num__sdq_14,-0.001171875,0.000956831930774679
num__cbcl_074,-0.0015625,0.00078125
num__sdq_10,-0.0015625,0.00078125
num__cbcl_098,-0.0015625,0.00078125
num__cbcl_073,-0.0015625,0.00078125
num__cbcl_036,-0.0015625,0.00078125
num__mfq_p_11,-0.0015625,0.0007812500000000002
num__mfq_sr_total,-0.0015625,0.0007812500000000002
num__has_cdi,-0.0015625,0.0007812500000000002
