feature,importance_mean,importance_std
cat__sex_assigned_at_birth_Male,0.3439583333333333,0.027226634111375624
num__cbcl_externalizing_proxy,0.03317708333333336,0.012192785089819667
num__has_sdq,0.032005208333333354,0.008002634250540071
num__sdq_peer_problems,0.009036458333333285,0.007650047090450539
num__cbcl_rule_breaking_proxy,0.00390625,0.002139541240254555
num__cbcl_attention_problems_proxy,0.003125,0.0009568319307746789
num__sdq_conduct_problems,0.001953125,0.0024705294220065464
num__sdq_prosocial_behavior,0.001171875,0.000956831930774679
num__has_mfq_p,0.001171875,0.0015624999999999999
num__has_cbcl,0.0,0.0
num__sdq_emotional_symptoms,0.0,0.0
num__mfq_p_total,0.0,0.0
num__cbcl_internalizing_proxy,0.0,0.002139541240254555
num__cbcl_anxious_depressed_proxy,0.0,0.0
num__age_years,-0.00078125,0.000956831930774679
num__release,-0.001171875,0.000956831930774679
num__sdq_hyperactivity_inattention,-0.00390625,0.0012352647110032732
num__cbcl_aggressive_behavior_proxy,-0.004296875,0.0007812499999999999
num__sdq_total_difficulties,-0.004296875,0.0007812499999999999
num__comorbidity_count_5targets,-0.00546875,0.0007812499999999999
num__sdq_impact,-0.006640625,0.0015625
cat__sex_assigned_at_birth_Female,-0.006640625,0.0015625
