mode,domain,metric,point_estimate,bootstrap_mean,ci95_low,ci95_high,ci95_half_width,n_samples,method,status
caregiver,adhd,balanced_accuracy,0.8802670807453417,0.8802744720496893,0.8782670807453417,0.8819378881987577,0.0018354037267080403,4,seed_bootstrap_selected_config,ok
caregiver,adhd,brier,0.0840596703290396,0.0840670588139133,0.08293306073041067,0.0856103192667222,0.0013386292681557693,4,seed_bootstrap_selected_config,ok
caregiver,adhd,f1,0.8798666840368248,0.8798569437206879,0.8784158415841585,0.8811842105263157,0.0013841844710785756,4,seed_bootstrap_selected_config,ok
caregiver,adhd,pr_auc,0.9539088179306232,0.9539136022758099,0.953420364062589,0.9543972717986579,0.0004884538680344219,4,seed_bootstrap_selected_config,ok
caregiver,adhd,precision,0.9432408077280912,0.9433034728722489,0.9368413276863982,0.9496402877697842,0.006399480041692995,4,seed_bootstrap_selected_config,ok
caregiver,adhd,recall,0.8245341614906831,0.8244689440993789,0.8198757763975155,0.829192546583851,0.004658385093167738,4,seed_bootstrap_selected_config,ok
caregiver,adhd,roc_auc,0.9520186335403726,0.9520174347826087,0.9515838509316771,0.9523354037267082,0.00037577639751557035,4,seed_bootstrap_selected_config,ok
caregiver,adhd,specificity,0.936,0.9360799999999999,0.928,0.944,0.007999999999999952,4,seed_bootstrap_selected_config,ok
caregiver,anxiety,balanced_accuracy,0.9426136363636364,0.9425966856060607,0.9382575757575758,0.9456439393939394,0.00369318181818179,4,seed_bootstrap_selected_config,ok
caregiver,anxiety,brier,0.0346279916921464,0.03464273983448965,0.0330562627447369,0.0361997206395559,0.0015717289474094995,4,seed_bootstrap_selected_config,ok
caregiver,anxiety,f1,0.8644052215480788,0.8643955230740945,0.8590733590733591,0.8692774407060122,0.005102040816326536,4,seed_bootstrap_selected_config,ok
caregiver,anxiety,pr_auc,0.9396720372726228,0.9397044417902525,0.9342909122766634,0.9450531622685823,0.005381124995959441,4,seed_bootstrap_selected_config,ok
caregiver,anxiety,precision,0.7822192110809998,0.7822318955133996,0.7784552845528455,0.7877145438121047,0.004629629629629595,4,seed_bootstrap_selected_config,ok
caregiver,anxiety,recall,0.9659090909090908,0.9658655303030302,0.9583333333333334,0.9696969696969696,0.005681818181818121,4,seed_bootstrap_selected_config,ok
caregiver,anxiety,roc_auc,0.9772555096418732,0.9772576790633607,0.9767045454545453,0.977806473829201,0.0005509641873278626,4,seed_bootstrap_selected_config,ok
caregiver,anxiety,specificity,0.919318181818182,0.919327840909091,0.9181818181818182,0.9215909090909091,0.0017045454545454586,4,seed_bootstrap_selected_config,ok
caregiver,conduct,balanced_accuracy,0.9251820388349514,0.9252011529126212,0.9215412621359224,0.9288228155339806,0.0036407766990291246,4,seed_bootstrap_selected_config,ok
caregiver,conduct,brier,0.040319725025576,0.04031375110930979,0.038874227903768196,0.04176522214738375,0.0014454971218077761,4,seed_bootstrap_selected_config,ok
caregiver,conduct,f1,0.9109803921568628,0.9110277450980393,0.9019607843137256,0.92,0.009019607843137212,4,seed_bootstrap_selected_config,ok
caregiver,conduct,pr_auc,0.9493139037978212,0.9492959340316705,0.9443571895402857,0.9542706180553571,0.004956714257535688,4,seed_bootstrap_selected_config,ok
caregiver,conduct,precision,0.9654598825831702,0.9655662181996085,0.9452054794520548,0.9857142857142858,0.020254403131115484,4,seed_bootstrap_selected_config,ok
caregiver,conduct,recall,0.8625,0.8625000000000003,0.8625,0.8625,0.0,4,seed_bootstrap_selected_config,ok
caregiver,conduct,roc_auc,0.981811286407767,0.9818146958434465,0.9792324029126211,0.9853610436893203,0.003064320388349584,4,seed_bootstrap_selected_config,ok
caregiver,conduct,specificity,0.9878640776699028,0.9879023058252426,0.9805825242718448,0.9951456310679612,0.007281553398058194,4,seed_bootstrap_selected_config,ok
caregiver,depression,balanced_accuracy,0.908504958047292,0.9085148264683446,0.9070429697431984,0.9099669463513858,0.0014619883040936643,4,seed_bootstrap_selected_config,ok
caregiver,depression,brier,0.058168737152042,0.05815685259063315,0.05717909142057557,0.05923217902413417,0.0010265438017793005,4,seed_bootstrap_selected_config,ok
caregiver,depression,f1,0.8939097468509234,0.8939233673718967,0.8918918918918919,0.8959276018099548,0.002017854959031451,4,seed_bootstrap_selected_config,ok
caregiver,depression,pr_auc,0.9561651613249752,0.9562098782153905,0.9512894706778263,0.9611288584810818,0.00491969390162772,4,seed_bootstrap_selected_config,ok
caregiver,depression,precision,0.9295979545053784,0.9296274135954861,0.9252336448598132,0.9339622641509434,0.004364309645565112,4,seed_bootstrap_selected_config,ok
caregiver,depression,recall,0.8608695652173913,0.8608695652173917,0.8608695652173913,0.8608695652173913,0.0,4,seed_bootstrap_selected_config,ok
caregiver,depression,roc_auc,0.9754767353165522,0.9754900934401219,0.973881261123824,0.9780638189677091,0.002091278921942552,4,seed_bootstrap_selected_config,ok
caregiver,depression,specificity,0.956140350877193,0.9561600877192984,0.953216374269006,0.95906432748538,0.0029239766081869956,4,seed_bootstrap_selected_config,ok
caregiver,elimination,balanced_accuracy,0.8299378881987578,0.792028346273292,0.7434667080745342,0.8239014285714286,0.04021736024844719,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
caregiver,elimination,brier,0.1359588339708592,0.1589737194651936,0.14111163730176476,0.18219042524673654,0.020539393972485886,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
caregiver,elimination,f1,0.8434504792332268,0.7850456555079965,0.6915934939445538,0.8393809089199725,0.07389370748770935,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
caregiver,elimination,pr_auc,0.9152986120374738,0.876835076672875,0.8186174430496426,0.9133081638881088,0.047345360419233096,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
caregiver,elimination,precision,0.868421052631579,0.8422323600633549,0.8157892519577727,0.8644894485082847,0.02435009827525597,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
caregiver,elimination,recall,0.8198757763975155,0.7551631211180124,0.6383385093167702,0.8248602484472051,0.09326086956521745,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
caregiver,elimination,roc_auc,,,,,,0,exact_selected_trial_lookup,por_confirmar_single_sample_for_ci
caregiver,elimination,specificity,0.84,0.8288935714285715,0.7968,0.8617714285714285,0.032485714285714284,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
psychologist,adhd,balanced_accuracy,0.8803850931677017,0.8803900186335404,0.879055900621118,0.8823726708074534,0.0016583850931676802,4,seed_bootstrap_selected_config,ok
psychologist,adhd,brier,0.0835087780964788,0.0834811513037409,0.08211425905643398,0.08598531892457907,0.0019355299340725468,4,seed_bootstrap_selected_config,ok
psychologist,adhd,f1,0.8780854582707754,0.8781087322038854,0.8754208754208754,0.8827896450847271,0.0036843848319258465,4,seed_bootstrap_selected_config,ok
psychologist,adhd,pr_auc,0.9543408280682516,0.9543575067386123,0.9523630122330887,0.9570595107602098,0.002348249263560531,4,seed_bootstrap_selected_config,ok
psychologist,adhd,precision,0.9496350170502984,0.9495769594522592,0.9420955882352942,0.9558823529411764,0.006893382352941124,4,seed_bootstrap_selected_config,ok
psychologist,adhd,recall,0.8167701863354037,0.8168540372670808,0.8074534161490683,0.8307453416149069,0.01164596273291929,4,seed_bootstrap_selected_config,ok
psychologist,adhd,roc_auc,0.9521987577639752,0.9522160279503105,0.9504223602484472,0.9539751552795032,0.0017763975155279943,4,seed_bootstrap_selected_config,ok
psychologist,adhd,specificity,0.944,0.9439259999999999,0.9339999999999999,0.952,0.009000000000000008,4,seed_bootstrap_selected_config,ok
psychologist,anxiety,balanced_accuracy,0.9901515151515152,0.9901515151515152,0.9901515151515152,0.9901515151515152,0.0,4,seed_bootstrap_selected_config,ok
psychologist,anxiety,brier,0.0050413209689384,0.005033922620548458,0.0039759014561364,0.00610674048174045,0.001065419512802025,4,seed_bootstrap_selected_config,ok
psychologist,anxiety,f1,0.9848484848484848,0.9848484848484845,0.9848484848484848,0.9848484848484848,0.0,4,seed_bootstrap_selected_config,ok
psychologist,anxiety,pr_auc,0.9916243819767728,0.9916651533612783,0.9842151684410771,0.9990335955124687,0.007409213535695791,4,seed_bootstrap_selected_config,ok
psychologist,anxiety,precision,0.9848484848484848,0.9848484848484845,0.9848484848484848,0.9848484848484848,0.0,4,seed_bootstrap_selected_config,ok
psychologist,anxiety,recall,0.9848484848484848,0.9848484848484845,0.9848484848484848,0.9848484848484848,0.0,4,seed_bootstrap_selected_config,ok
psychologist,anxiety,roc_auc,0.9987000688705234,0.9987062155647384,0.9975895316804408,0.999810606060606,0.0011105371900825833,4,seed_bootstrap_selected_config,ok
psychologist,anxiety,specificity,0.9954545454545456,0.9954545454545459,0.9954545454545456,0.9954545454545456,0.0,4,seed_bootstrap_selected_config,ok
psychologist,conduct,balanced_accuracy,0.9234526699029126,0.9234353762135923,0.9206765776699029,0.9253640776699028,0.002343749999999978,4,seed_bootstrap_selected_config,ok
psychologist,conduct,brier,0.042716531738808,0.04272305508579615,0.041615068203029876,0.04377061916431225,0.0010777754806411861,4,seed_bootstrap_selected_config,ok
psychologist,conduct,f1,0.9026125614623068,0.9026108505776904,0.8978843736908253,0.9067275042444821,0.00442156527682841,4,seed_bootstrap_selected_config,ok
psychologist,conduct,pr_auc,0.9435313322596884,0.9435240092378145,0.9418532289473855,0.9450041388396477,0.001575454946131094,4,seed_bootstrap_selected_config,ok
psychologist,conduct,precision,0.9393581081081082,0.9394280686936934,0.9326576576576576,0.9520833333333334,0.009712837837837884,4,seed_bootstrap_selected_config,ok
psychologist,conduct,recall,0.86875,0.8686875,0.8625,0.875,0.006249999999999978,4,seed_bootstrap_selected_config,ok
psychologist,conduct,roc_auc,0.9763273665048544,0.9763387591019417,0.9750530946601943,0.9785497572815534,0.0017483313106795295,4,seed_bootstrap_selected_config,ok
psychologist,conduct,specificity,0.9781553398058254,0.9781832524271845,0.9757281553398058,0.9830097087378642,0.00364077669902918,4,seed_bootstrap_selected_config,ok
psychologist,depression,balanced_accuracy,0.9085240274599542,0.9085493007882024,0.9041571319603356,0.9132659547419273,0.004554411390795821,4,seed_bootstrap_selected_config,ok
psychologist,depression,brier,0.0583974226486005,0.05839349480346059,0.05758183579910214,0.05921300949809885,0.0008155868494983537,4,seed_bootstrap_selected_config,ok
psychologist,depression,f1,0.89445602745361,0.8944879217076236,0.8888934594816946,0.9008094645080946,0.0059580025132,4,seed_bootstrap_selected_config,ok
psychologist,depression,pr_auc,0.952287837157802,0.9522993185155572,0.9512442617488895,0.9533314125667142,0.0010435754089123117,4,seed_bootstrap_selected_config,ok
psychologist,depression,precision,0.9359367440735364,0.9359717933599419,0.9268867924528301,0.9472756410256409,0.010194424286405379,4,seed_bootstrap_selected_config,ok
psychologist,depression,recall,0.8565217391304348,0.8565510869565215,0.8521739130434782,0.8608695652173913,0.004347826086956552,4,seed_bootstrap_selected_config,ok
