feature,importance_mean,importance_std
num__has_ysr,0.011904761904761973,0.0
num__ari_p_impairment_item,0.010421545667447418,0.005216799574166427
num__icut_callousness,0.010343481654957154,0.005252307225385221
num__has_cbcl,0.010265417642466912,0.0008196721311475308
num__has_ari_sr,0.009855581576893101,0.0018328426045080511
num__ari_sr_impairment_item,0.009367681498829073,0.006379972160128392
num__cbcl_attention_problems_proxy,0.008626073380171784,0.0020897620957347697
num__cbcl_rule_breaking_proxy,0.005347384855581616,0.00238973438313329
num__sdq_conduct_problems,0.0037080405932865546,0.0018328426045080015
num__has_icut,0.003200624512099992,0.0034208163332717584
num__cbcl_aggressive_behavior_proxy,0.0029664324746292436,0.004803712632769038
num__age_years,0.0011514441842310984,0.004447508284512726
num__cbcl_internalizing_proxy,0.0011514441842310984,0.005587305925805331
num__sdq_total_difficulties,0.0,0.0
num__ysr_aggressive_behavior_proxy,0.0,0.0
num__ysr_externalizing_proxy,0.0,0.0
num__ysr_rule_breaking_proxy,0.0,0.0
cat__sex_assigned_at_birth_Female,0.0,0.0
num__cbcl_anxious_depressed_proxy,0.0,0.0
num__ari_sr_symptom_total,0.0,0.0
num__ari_p_symptom_total,0.0,0.0
num__icut_total,0.0,0.0
cat__sex_assigned_at_birth_Male,0.0,0.0
num__cbcl_externalizing_proxy,-0.00040983606557374317,0.002007778477691132
num__has_sdq,-0.0012295081967212962,0.0010038892388455523
num__icut_uncaring,-0.004918032786885185,0.0010038892388455523
num__icut_unemotional,-0.006225604996096701,0.004149801696642477
num__has_ari_p,-0.009016393442622839,0.0016393442622950616
