feature,importance_mean,importance_std
num__age_years,0.0,0.0
num__has_ysr,0.0,0.0
num__ysr_018,0.0,0.0
num__ysr_017,0.0,0.0
num__ysr_016,0.0,0.0
num__ysr_015,0.0,0.0
num__ysr_014,0.0,0.0
num__ysr_013,0.0,0.0
num__ysr_012,0.0,0.0
num__ysr_011,0.0,0.0
num__ysr_010,0.0,0.0
num__ysr_009,0.0,0.0
num__ysr_008,0.0,0.0
num__ysr_007,0.0,0.0
num__ysr_006,0.0,0.0
num__ysr_005,0.0,0.0
num__ysr_004,0.0,0.0
num__ysr_003,0.0,0.0
num__ysr_002,0.0,0.0
num__ysr_019,0.0,0.0
num__ysr_020,0.0,0.0
num__ysr_021,0.0,0.0
num__ysr_031,0.0,0.0
num__ysr_038,0.0,0.0
num__ysr_037,0.0,0.0
num__ysr_036,0.0,0.0
num__ysr_035,0.0,0.0
num__ysr_034,0.0,0.0
num__ysr_033,0.0,0.0
num__ysr_032,0.0,0.0
num__ysr_030,0.0,0.0
num__ysr_022,0.0,0.0
num__ysr_029,0.0,0.0
num__ysr_028,0.0,0.0
num__ysr_027,0.0,0.0
num__ysr_026,0.0,0.0
num__ysr_025,0.0,0.0
num__ysr_024,0.0,0.0
num__ysr_023,0.0,0.0
num__ysr_001,0.0,0.0
num__sdq_total_difficulties,0.0,0.0
num__cbcl_112,0.0,0.0
num__sdq_prosocial_behavior,0.0,0.0
num__sdq_09,0.0,0.0
num__sdq_08,0.0,0.0
num__sdq_07,0.0,0.0
num__sdq_06,0.0,0.0
num__sdq_05,0.0,0.0
num__sdq_04,0.0,0.0
num__sdq_03,0.0,0.0
num__sdq_02,0.0,0.0
num__cbcl_internalizing_proxy,0.0,0.0
num__cbcl_externalizing_proxy,0.0,0.0
num__cbcl_anxious_depressed_proxy,0.0,0.0
num__cbcl_aggressive_behavior_proxy,0.0,0.0
num__cbcl_118,0.0,0.0
num__cbcl_117,0.0,0.0
num__cbcl_116,0.0,0.0
num__cbcl_115,0.0,0.0
num__release,0.0,0.0
num__sdq_10,0.0,0.0
num__sdq_11,0.0,0.0
num__sdq_12,0.0,0.0
num__sdq_23,0.0,0.0
num__sdq_peer_problems,0.0,0.0
num__sdq_impact,0.0,0.0
num__sdq_hyperactivity_inattention,0.0,0.0
num__sdq_emotional_symptoms,0.0,0.0
num__sdq_conduct_problems,0.0,0.0
num__sdq_25,0.0,0.0
num__sdq_24,0.0,0.0
num__sdq_22,0.0,0.0
num__sdq_14,0.0,0.0
num__sdq_21,0.0,0.0
num__sdq_20,0.0,0.0
num__sdq_19,0.0,0.0
num__sdq_18,0.0,0.0
num__sdq_17,0.0,0.0
num__sdq_16,0.0,0.0
num__sdq_15,0.0,0.0
num__ysr_039,0.0,0.0
num__ysr_040,0.0,0.0
num__ysr_041,0.0,0.0
num__ysr_042,0.0,0.0
num__ysr_099,0.0,0.0
num__ysr_098,0.0,0.0
num__ysr_097,0.0,0.0
num__ysr_096,0.0,0.0
num__ysr_095,0.0,0.0
num__ysr_094,0.0,0.0
num__ysr_093,0.0,0.0
num__ysr_092,0.0,0.0
num__ysr_091,0.0,0.0
num__ysr_090,0.0,0.0
num__ysr_089,0.0,0.0
num__ysr_088,0.0,0.0
num__ysr_087,0.0,0.0
num__ysr_086,0.0,0.0
num__ysr_085,0.0,0.0
num__ysr_084,0.0,0.0
num__ysr_083,0.0,0.0
