feature,importance_mean,importance_std
num__ari_sr_symptom_total,0.00862607338017165,0.007595863085094288
num__cbcl_rule_breaking_proxy,0.0068306010928961495,0.010599363907480553
num__release,0.005581576893052276,0.00491687098280416
num__has_icut,0.002049180327868871,0.0018328426045080511
cat__sex_assigned_at_birth_Female,0.0008196721311475086,0.0016393442622951004
num__sdq_emotional_symptoms,0.0,0.0
num__icut_total,0.0,0.0
num__has_ari_p,0.0,0.0
num__has_ari_sr,0.0,0.0
num__has_cbcl,0.0,0.0
num__cbcl_anxious_depressed_proxy,0.0,0.0
num__sdq_impact,0.0,0.0
num__cbcl_internalizing_proxy,-2.2204460492503132e-17,0.0012960154344952564
num__cbcl_attention_problems_proxy,-0.0007220921155347559,0.004761904761904745
num__sdq_total_difficulties,-0.0012295081967213628,0.0010038892388456067
num__age_years,-0.0024590163934427034,0.0008196721311475308
num__sdq_hyperactivity_inattention,-0.0028688524590164467,0.0016393442622951004
num__ari_p_symptom_total,-0.0028688524590164467,0.002089762095734752
cat__sex_assigned_at_birth_Male,-0.004098360655737765,0.0
num__cbcl_aggressive_behavior_proxy,-0.0057377049180328266,0.0020077784776911045
num__sdq_conduct_problems,-0.009426229508196715,0.0010038892388455523
num__cbcl_externalizing_proxy,-0.010753317720530897,0.004447508284512684
num__has_sdq,-0.011572989851678428,0.004761904761904744
