feature,importance_mean
num__ari_sr_01,0.001646216254428383
num__cbcl_104,0.0016447576576107848
num__cbcl_032,0.0016439896573266616
num__ari_p_05,0.0016436147269767905
num__cbcl_091,0.0016419693550941035
num__scared_p_08,0.0016332401615945214
num__ari_sr_impairment_item,0.0016292596902661865
num__cbcl_109,0.0016198828183230333
num__cbcl_048,0.001614481359141918
num__cbcl_068,0.0016001291499583477
num__mfq_sr_08,0.001598567490678856
num__icut_14,0.0015872796334970595
num__ari_sr_03,0.0015843539375617103
num__cbcl_066,0.001583638620265788
num__cbcl_035,0.0015699812769502826
num__icut_22,0.001564605142308044
num__icut_01,0.0015595546726412906
num__icut_02,0.001521275798551273
cat__sex_assigned_at_birth_Male,0.0014637237277895236
num__cbcl_113,0.0014419365320298718
num__sdq_08,0.0014392980240469796
num__cbcl_112,0.0014374221712751816
num__cdi_02,0.0014340148719497834
num__cdi_12,0.0014127305091812562
num__ari_p_07,0.0014109012570744965
num__mfq_sr_18,0.0013979356298950815
cat__sex_assigned_at_birth_Female,0.0013559989287302869
num__sdq_17,0.0013486929766692482
num__cbcl_093,0.0013439018284619757
num__sdq_22,0.0013432632105830765
num__ari_p_04,0.0013431417347362256
num__sdq_05,0.0013416589967629015
num__sdq_06,0.0013402236391596234
num__cbcl_017,0.0013183319854194377
num__cbcl_100,0.0013070947182408543
num__sdq_21,0.0012991424345272344
num__cbcl_097,0.0012712125454366076
num__cbcl_102,0.001265305022385796
num__cbcl_111,0.0012612862222105702
num__cbcl_075,0.0012431684635452406
num__sdq_24,0.0012388270991724357
num__sdq_02,0.0012281241694126603
num__sdq_18,0.0012244888410121323
num__mfq_sr_22,0.0012224010796645745
num__mfq_sr_30,0.0012090664800612602
num__icut_23,0.0011943859798489804
num__mfq_sr_31,0.0011900921213217354
num__cbcl_101,0.0011894256152955689
num__cbcl_085,0.0011849246112216089
num__cdi_09,0.0011844560260782253
num__cbcl_094,0.001182345896147958
num__cbcl_076,0.0011814293542058143
num__cbcl_036,0.0011808706282330666
num__cbcl_079,0.0011507116679100027
num__sdq_04,0.0011487123738677806
num__mfq_sr_24,0.0011403452056096574
num__ari_p_impairment_item,0.0011374695493091295
num__cbcl_103,0.0011355755500059503
num__sdq_19,0.0011315616485958724
num__scared_p_17,0.0011226779114236279
num__cbcl_108,0.001118285785264077
num__mfq_sr_12,0.0011118190748875389
num__mfq_p_25,0.0011096536907262303
num__cbcl_117,0.0011045009041045534
num__icut_05,0.0011034512090593554
num__icut_19,0.001089895586444985
num__cdi_16,0.0010835946208410821
cat__site_RUBIC,0.0010820881344555772
num__cdi_04,0.0010782742034178168
num__cbcl_105,0.00107673659556694
num__sdq_01,0.0010728918887573497
num__cdi_14,0.0010624844125390435
num__cdi_18,0.001053468059755858
num__scared_sr_16,0.0010523111092476316
num__cbcl_065,0.0010427236059142176
num__icut_18,0.0010360664359065287
num__scared_p_07,0.0010336837541186337
num__mfq_p_05,0.0010151668680304028
num__mfq_p_04,0.0010136662289267585
num__sdq_25,0.0010109867352851261
num__mfq_sr_09,0.0010006797336025875
num__scared_sr_40,0.0009978040384617125
num__mfq_sr_32,0.000992435069731722
num__mfq_sr_05,0.0009888476946209646
num__mfq_sr_02,0.0009884454020249304
num__mfq_sr_27,0.0009836013270375966
num__sdq_16,0.0009825174922355221
num__cbcl_087,0.0009670470420678116
num__mfq_sr_13,0.0009633951406035391
num__cbcl_074,0.0009609530047842828
num__cdi_22,0.000958087486510601
num__cdi_07,0.0009543814779655605
num__cbcl_107,0.0009542404808005084
num__sdq_10,0.0009497290586711424
num__scared_sr_possible_anxiety_disorder_cut25,0.0009480431878921674
num__scared_sr_18,0.000945961508029561
num__sdq_11,0.0009400181790395802
num__scared_p_29,0.0009368974299560602
num__cbcl_028,0.0009319445143487903
num__cdi_23,0.0009306346230037961
num__mfq_sr_10,0.0009290182084405772
num__sdq_03,0.0009275012833800316
num__cdi_08,0.0009245039582285649
num__ari_sr_05,0.0009200344879931072
num__scared_sr_26,0.000917395776251788
num__scared_p_32,0.0009131479061429939
num__scared_sr_20,0.0009117858386858644
num__mfq_p_06,0.0009117679700873513
num__scared_sr_37,0.000892283313566202
num__mfq_p_28,0.0008870156391677141
num__scared_p_04,0.0008854738718744988
num__cdi_15,0.0008732434563137007
num__mfq_sr_07,0.000861696343382988
num__mfq_sr_33,0.0008579474397415966
num__cdi_24,0.0008570288446559827
num__scared_p_possible_anxiety_disorder_cut25,0.0008514353478952501
num__cbcl_095,0.0008450585287953433
num__cdi_20,0.0008395501332998618
num__cbcl_114,0.0008391189741071779
num__scared_sr_03,0.0008267471905129135
num__cbcl_096,0.0008245953375421453
num__mfq_p_10,0.000823912370834106
num__scared_p_13,0.0008228077264865595
num__sdq_13,0.000814717419161508
num__scared_sr_14,0.0008136280354025874
num__mfq_sr_03,0.0008126862829803596
num__mfq_p_15,0.0008114801714039065
num__cbcl_118,0.0008092794410143533
num__mfq_sr_17,0.0008076303020510577
num__cdi_19,0.000804148472580372
num__mfq_p_08,0.0008016719504901068
num__mfq_sr_19,0.0007987281541392904
num__mfq_p_31,0.0007922195661432027
num__mfq_p_22,0.0007889612110338878
num__scared_sr_08,0.000788444260261469
num__scared_sr_11,0.0007883199096911294
num__scared_p_19,0.0007878117594867711
num__mfq_p_14,0.0007861250504181544
num__mfq_p_09,0.0007833114141229854
num__cbcl_086,0.0007818189457212705
num__scared_p_40,0.0007813344543794313
num__scared_sr_04,0.0007766139735367446
num__mfq_p_18,0.0007756438480498284
num__mfq_p_11,0.0007743109222784373
num__mfq_p_20,0.0007738614502782696
num__scared_p_38,0.0007618607523378095
num__mfq_sr_11,0.0007563459261634577
num__cbcl_116,0.000754754504140868
num__mfq_p_12,0.0007545501867784006
num__mfq_sr_15,0.0007524113960209314
num__scared_p_12,0.0007522592482482154
num__scared_sr_21,0.0007514334342713931
cat__site_CBIC,0.000751361435090694
num__cdi_11,0.0007456257427303539
num__mfq_sr_25,0.0007326151113791212
num__scared_p_05,0.0007263805870420608
num__scared_p_36,0.0007189730905874088
num__scared_p_01,0.0007161017516996453
num__mfq_p_19,0.0007155907250359353
num__scared_sr_31,0.0007140606018065952
num__scared_p_11,0.0007115110561891996
num__scared_sr_07,0.0007109952149038856
num__mfq_p_16,0.0007078468620559617
num__scared_p_41,0.0007077146524144425
num__mfq_p_26,0.0007073948731966304
num__mfq_p_03,0.0007073077710429657
num__scared_sr_05,0.0007064590148235519
num__mfq_p_13,0.0007024659883305029
num__cdi_13,0.0007020320143065782
num__cdi_06,0.0006990943000059087
num__scared_sr_09,0.0006982477444908428
num__mfq_p_32,0.0006943160916116002
num__mfq_sr_14,0.0006930064514425559
num__mfq_p_21,0.0006872671184103192
num__scared_sr_33,0.0006869449794067496
num__scared_sr_36,0.0006833723888816045
num__mfq_p_07,0.0006785556236112133
num__sdq_09,0.0006733125455370636
num__scared_p_21,0.0006717996841079443
num__mfq_p_17,0.0006716522381630283
num__scared_sr_35,0.0006711959375733233
num__mfq_p_23,0.0006694533236725794
num__cdi_26,0.0006670845844491877
num__sdq_12,0.0006669277989890972
num__scared_p_14,0.0006662292810639042
num__scared_sr_39,0.0006592970577909108
num__scared_p_15,0.000654207685010551
num__sdq_14,0.0006499842174634205
num__scared_p_27,0.0006487108774790756
num__cdi_05,0.0006438104022576413
num__sdq_07,0.0006433413012144429
cat__site_Staten Island,0.0006385655424392942
num__mfq_sr_29,0.0006270963958607199
num__scared_p_26,0.0006260602646651761
num__cbcl_092,0.0006174872888736183
num__cdi_25,0.000614453330065623
num__scared_sr_17,0.000613338822792464
num__scared_p_02,0.0006074752915153892
num__mfq_p_30,0.000607318397398431
num__mfq_p_02,0.000605087718758504
num__scared_p_09,0.0006041609606414531
num__mfq_sr_23,0.0006037985599221903
num__scared_p_24,0.0006010672924053273
num__scared_sr_13,0.0006010339049196881
num__cdi_21,0.000601007210462015
num__scared_sr_19,0.0005948754438510737
num__scared_p_03,0.0005912535974266464
num__scared_p_28,0.0005910485014015062
num__scared_sr_02,0.0005874108978315341
num__scared_sr_27,0.0005818976486990821
num__scared_p_30,0.0005809272684788719
num__scared_p_34,0.0005803876327391739
num__cdi_10,0.0005798223061386863
num__mfq_sr_04,0.0005760516121171464
num__scared_p_18,0.0005690447675808536
num__scared_p_33,0.0005680954193867246
num__mfq_sr_28,0.0005671353768810363
num__scared_p_10,0.0005638919554839647
num__mfq_sr_26,0.0005586052284437093
num__scared_sr_34,0.0005568805010254742
num__scared_p_37,0.0005562408804274194
num__mfq_p_33,0.0005557019381850425
num__scared_p_20,0.000547619658204256
num__mfq_p_27,0.0005475019749594783
num__scared_sr_32,0.0005364248038227141
num__scared_sr_01,0.0005338958844493585
num__scared_sr_12,0.0005322803070270331
num__scared_p_06,0.0005294025903126711
num__sdq_23,0.0005288902056639251
num__scared_p_39,0.0005233726383403948
num__scared_sr_10,0.000516932582421176
num__mfq_p_24,0.000510280486905711
num__mfq_sr_16,0.000507022012892803
num__scared_p_22,0.0005065159410422674
num__mfq_sr_20,0.0005028146921433025
num__mfq_p_01,0.0005018992776953182
num__cbcl_080,0.0005000896821039204
num__scared_sr_41,0.000498124700018546
num__scared_sr_06,0.0004977892976891078
num__cbcl_110,0.0004975361010480007
num__scared_sr_24,0.0004957945472242209
num__mfq_sr_21,0.0004920120875391775
num__scared_sr_38,0.0004910017552589849
num__scared_sr_25,0.000476995357780172
num__scared_p_25,0.00046850545494065397
num__scared_sr_23,0.00046737873370537056
num__scared_sr_15,0.00046017981181817487
num__cdi_27,0.00044771331836629066
num__scared_p_23,0.0004419364459994031
num__scared_p_31,0.0004408733675438493
num__scared_sr_28,0.0004024625622873927
num__scared_sr_29,0.0004008334101042579
cat__site_CUNY,0.0003960489666409016
num__cdi_17,0.0003926127288419513
num__mfq_sr_06,0.00032856897968749714
num__scared_sr_22,0.00031773972664907353
num__ysr_006,6.175036232293267e-05
num__ysr_rule_breaking_proxy,5.51732153679612e-05
num__ysr_080,3.3916834212893925e-05
num__ysr_attention_problems_proxy,2.8180174406082042e-05
num__conners_06,2.3678814750443157e-05
num__ysr_013,2.193709542561916e-05
num__conners_20,1.9564684067871397e-05
num__conners_25,1.836761968035783e-05
num__ysr_048,1.552143123157101e-05
num__conners_conduct_problems,1.535344487081272e-05
num__ysr_045,1.4383439118227536e-05
num__conners_23,1.0646513813616286e-05
num__ysr_038,7.242506472956901e-06
num__conners_13,7.058025684506213e-06
num__conners_04,5.5138293734300015e-06
num__ysr_aggressive_behavior_proxy,5.417849495764229e-06
num__ysr_externalizing_proxy,5.41779070928783e-06
num__ysr_010,3.976873367162725e-06
num__ysr_anxious_depressed_proxy,3.378108118527042e-06
num__ysr_070,2.73678229295466e-06
num__conners_total,2.6029708513538427e-06
num__ysr_064,2.217706565223279e-06
num__ysr_022,1.8393142212597754e-06
num__ysr_065,1.5998630749107747e-06
num__conners_hyperactivity,1.599221637833992e-06
num__ysr_084,1.1224141897793596e-06
num__ysr_089,8.62728943459e-07
num__conners_24,3.833076325427242e-07
num__ysr_079,0.0
num__ysr_081,0.0
num__ysr_078,0.0
num__has_icut,0.0
num__conners_15,0.0
num__ysr_082,0.0
num__ysr_076,0.0
num__ysr_083,0.0
num__ysr_085,0.0
num__ysr_086,0.0
num__ysr_087,0.0
num__ysr_077,0.0
num__ysr_071,0.0
num__ysr_075,0.0
num__ysr_074,0.0
num__ysr_073,0.0
num__ysr_072,0.0
num__ysr_069,0.0
num__ysr_068,0.0
num__ysr_067,0.0
num__ysr_066,0.0
num__ysr_063,0.0
num__ysr_062,0.0
num__ysr_061,0.0
num__ysr_060,0.0
num__ysr_059,0.0
num__ysr_058,0.0
num__ysr_057,0.0
num__ysr_088,0.0
num__ysr_094,0.0
num__ysr_090,0.0
num__ysr_internalizing_proxy,0.0
num__ysr_109,0.0
num__ysr_110,0.0
num__ysr_111,0.0
num__ysr_112,0.0
num__has_mfq_p,0.0
num__has_scared_p,0.0
num__release,0.0
num__ysr_091,0.0
num__has_scared_sr,0.0
num__has_cbcl,0.0
cat__sex_assigned_at_birth_Unknown,0.0
num__has_ari_sr,0.0
num__has_sdq,0.0
num__has_ari_p,0.0
num__ysr_108,0.0
num__ysr_107,0.0
num__ysr_106,0.0
num__ysr_105,0.0
num__ysr_104,0.0
num__ysr_103,0.0
num__ysr_102,0.0
num__ysr_101,0.0
num__ysr_100,0.0
num__ysr_099,0.0
num__ysr_098,0.0
num__ysr_097,0.0
num__ysr_096,0.0
num__ysr_095,0.0
num__ysr_055,0.0
num__ysr_093,0.0
num__ysr_092,0.0
num__ysr_056,0.0
num__ysr_051,0.0
num__ysr_054,0.0
num__conners_18,0.0
num__has_ysr,0.0
num__ysr_001,0.0
num__ysr_002,0.0
num__ysr_003,0.0
num__ysr_004,0.0
num__ysr_005,0.0
num__ysr_007,0.0
num__conners_cognitive_problems,0.0
num__ysr_008,0.0
num__ysr_009,0.0
num__ysr_011,0.0
num__ysr_012,0.0
num__ysr_014,0.0
num__ysr_015,0.0
num__has_cdi,0.0
num__conners_27,0.0
num__ysr_017,0.0
num__conners_07,0.0
num__has_swan,0.0
num__conners_12,0.0
num__conners_11,0.0
num__conners_10,0.0
num__conners_09,0.0
num__conners_08,0.0
num__conners_16,0.0
num__conners_26,0.0
num__conners_05,0.0
num__conners_03,0.0
num__conners_02,0.0
num__conners_01,0.0
num__has_conners,0.0
num__conners_17,0.0
num__ysr_016,0.0
num__ysr_018,0.0
num__ysr_053,0.0
num__conners_19,0.0
num__ysr_039,0.0
num__ysr_040,0.0
num__ysr_041,0.0
num__ysr_042,0.0
num__ysr_043,0.0
num__ysr_044,0.0
num__ysr_046,0.0
num__ysr_037,0.0
num__ysr_047,0.0
num__conners_21,0.0
num__ysr_049,0.0
num__ysr_050,0.0
num__conners_14,0.0
num__ysr_052,0.0
num__has_mfq_sr,0.0
num__ysr_036,0.0
num__ysr_019,0.0
num__ysr_027,0.0
num__ysr_020,0.0
num__ysr_021,0.0
num__ysr_023,0.0
num__ysr_024,0.0
num__ysr_025,0.0
num__ysr_026,0.0
num__ysr_028,0.0
num__ysr_035,0.0
num__ysr_029,0.0
num__ysr_030,0.0
num__ysr_031,0.0
num__ysr_032,0.0
num__ysr_033,0.0
num__ysr_034,0.0
num__conners_22,0.0
