feature,importance_mean,importance_std
cat__sex_assigned_at_birth_Male,0.005242236024844682,0.004832716455093001
num__cbcl_rule_breaking_proxy,0.0031055900621117516,0.0
num__scared_sr_16,0.002484472049689401,0.0012422360248447006
num__scared_p_41,0.002484472049689401,0.0012422360248447006
num__scared_p_22,0.002484472049689401,0.0012422360248447006
num__cbcl_005,0.002484472049689401,0.0012422360248447006
num__cbcl_012,0.002484472049689401,0.0012422360248447006
num__scared_sr_possible_anxiety_disorder_cut25,0.002484472049689401,0.0012422360248447006
num__scared_p_03,0.002484472049689401,0.0012422360248447006
num__cbcl_014,0.001863354037267051,0.0015214222004864217
num__cbcl_080,0.001863354037267051,0.0015214222004864217
num__cbcl_015,0.001863354037267051,0.0015214222004864217
num__scared_sr_01,0.0016844720496894006,0.001763338175605067
num__scared_sr_total,0.0016844720496894006,0.001763338175605067
num__cbcl_029,0.0016844720496894006,0.001763338175605067
num__cbcl_001,0.0016844720496894006,0.001763338175605067
num__scared_p_06,0.0012422360248447006,0.0015214222004864217
num__cbcl_032,0.0012422360248447006,0.0015214222004864217
num__scared_sr_14,0.0012422360248447006,0.0015214222004864217
num__scared_p_school_avoidance,0.0012422360248447006,0.0015214222004864217
num__scared_sr_generalized_anxiety,0.0012422360248447006,0.0015214222004864217
num__scared_sr_social_anxiety,0.0012422360248447006,0.0015214222004864217
num__cbcl_091,0.0012422360248447006,0.0015214222004864219
num__cbcl_059,0.0012422360248447006,0.0015214222004864219
num__cbcl_024,0.0010633540372670502,0.0016991609318664984
num__cbcl_026,0.0010633540372670502,0.0016991609318664984
num__cbcl_016,0.0010633540372670502,0.0016991609318664984
num__cbcl_021,0.0010633540372670502,0.0016991609318664984
num__cbcl_025,0.0010633540372670502,0.0016991609318664984
num__has_sdq,0.0009788819875776289,0.0027149084664448036
num__sdq_16,0.0008844720496893998,0.002892147437640283
num__scared_p_30,0.0006211180124223503,0.0012422360248447006
num__has_scared_p,0.0006211180124223503,0.0012422360248447006
num__scared_sr_22,0.0006211180124223503,0.0012422360248447006
num__scared_p_18,0.0006211180124223503,0.0012422360248447006
num__scared_p_possible_anxiety_disorder_cut25,0.0006211180124223281,0.0023240107992384715
num__has_cbcl,0.0004422360248446999,0.0013759938417397318
num__cbcl_027,0.0004422360248446999,0.0013759938417397318
num__scared_p_10,0.0004422360248446999,0.0013759938417397318
num__scared_p_14,0.0004422360248446999,0.0013759938417397318
num__scared_p_total,8.447204968939915e-05,0.00271490846644477
num__cbcl_051,0.0,0.0
num__cbcl_048,0.0,0.0
num__cbcl_049,0.0,0.0
num__cbcl_117,0.0,0.0
num__cbcl_054,0.0,0.0
num__cbcl_aggressive_behavior_proxy,0.0,0.0
num__cbcl_052,0.0,0.0
num__cbcl_053,0.0,0.0
num__cbcl_046,0.0,0.0
num__cbcl_055,0.0,0.0
num__cbcl_033,0.0,0.0
num__cbcl_056,0.0,0.0
