feature,importance_mean,importance_std
cat__sex_assigned_at_birth_Male,0.052149068322981294,0.010644459477710705
num__conners_cognitive_problems,0.019990062111801165,0.008612723999903113
num__has_conners,0.012705590062111716,0.010317681891949895
num__sdq_total_difficulties,0.0025788819875776302,0.0017633381756050886
num__cbcl_externalizing_proxy,0.0023155279503105143,0.0017633381756050886
num__has_sdq,0.002315527950310492,0.003290153982514563
num__has_ysr,0.0016000000000000014,0.001959591794226544
num__ysr_aggressive_behavior_proxy,0.0015999999999999793,0.001651947866664121
num__cbcl_internalizing_proxy,0.0015155279503105135,0.004576880357045406
num__cbcl_rule_breaking_proxy,0.0012521739130434196,0.00540505102641272
num__release,0.0012422360248447006,0.0015214222004864217
num__age_years,0.0008000000000000007,0.0016000000000000012
num__swan_total,0.000715527950310535,0.003918522044706768
num__cbcl_anxious_depressed_proxy,0.0,0.0
num__sdq_peer_problems,0.0,0.0
num__ysr_externalizing_proxy,0.0,0.0
num__ysr_attention_problems_proxy,0.0,0.0
num__ysr_anxious_depressed_proxy,0.0,0.0
num__conners_conduct_problems,0.0,0.0
num__conners_hyperactivity,0.0,0.0
num__has_swan,0.0,0.0
num__comorbidity_count_5targets,0.0,0.0
num__sdq_impact,0.0,0.0
num__ysr_rule_breaking_proxy,0.0,0.0
num__swan_inattention_total,0.0,0.0
num__sdq_emotional_symptoms,0.0,0.0
cat__sex_assigned_at_birth_Female,0.0,0.0
num__conners_total,0.0,0.0
num__has_cbcl,0.0,0.0
num__cbcl_aggressive_behavior_proxy,0.0,0.0
num__swan_hyperactive_impulsive_total,0.0,0.0
num__ysr_internalizing_proxy,0.0,0.0
num__sdq_hyperactivity_inattention,-0.0012422360248447006,0.0015214222004864217
num__cbcl_attention_problems_proxy,-0.002305590062111773,0.0015999999999999571
num__sdq_prosocial_behavior,-0.002484472049689401,0.0012422360248447006
num__sdq_conduct_problems,-0.0025689440993789336,0.0004381695937400137
