feature,importance_mean,importance_std
num__cbcl_externalizing_proxy,0.1428385416666666,0.019841460115035056
num__has_sdq,0.11911458333333327,0.012550732551799742
num__sdq_peer_problems,0.0069010416666666075,0.011345024511352702
cat__sex_assigned_at_birth_Male,0.000416666666666643,0.009491249739343222
num__mfq_p_total,0.0,0.0
num__has_cbcl,0.0,0.0
num__cbcl_anxious_depressed_proxy,0.0,0.0
num__sdq_emotional_symptoms,0.0,0.0
num__release,-0.001953125,0.0024705294220065464
num__sdq_total_difficulties,-0.0025260416666666786,0.008663933738773671
num__cbcl_rule_breaking_proxy,-0.004114583333333366,0.012935816198130123
num__sdq_conduct_problems,-0.005104166666666687,0.00787836816198848
num__sdq_hyperactivity_inattention,-0.0058593750000000226,0.012501085022353501
num__cbcl_internalizing_proxy,-0.006848958333333344,0.006013651822855063
num__sdq_prosocial_behavior,-0.01117187500000003,0.009205056920881432
num__cbcl_aggressive_behavior_proxy,-0.011536458333333366,0.01105118251512656
num__sdq_impact,-0.011562500000000031,0.014620813072917514
cat__sex_assigned_at_birth_Female,-0.01312500000000003,0.007661031670082064
num__cbcl_attention_problems_proxy,-0.013723958333333374,0.00788705743057541
num__age_years,-0.017630208333333376,0.007013190542104314
num__has_mfq_p,-0.02018229166666672,0.0014615849167085707
