feature,importance_mean,importance_std
num__cbcl_anxious_depressed_proxy,0.11632812499999998,0.024852074295482755
num__cbcl_internalizing_proxy,0.10455729166666664,0.012059007032406888
num__sdq_hyperactivity_inattention,0.01843750000000004,0.0074479166666666435
num__sdq_total_difficulties,0.012942708333333375,0.007549658375043298
num__cbcl_rule_breaking_proxy,0.007447916666666688,0.008377730043220762
num__sdq_conduct_problems,0.006666666666666687,0.0074277663021653905
num__sdq_peer_problems,0.0062760416666666876,0.008602978000015485
num__mfq_p_total,0.005312500000000031,0.007560788804334529
num__sdq_emotional_symptoms,0.003125,0.0009568319307746789
num__sdq_impact,0.002734375,0.0009568319307746789
num__cbcl_externalizing_proxy,0.001171875,0.000956831930774679
num__age_years,0.000390625,0.00078125
cat__sex_assigned_at_birth_Male,0.000390625,0.001913663861549358
num__sdq_prosocial_behavior,0.0,0.0012352647110032732
num__has_mfq_p,0.0,0.0
num__has_cbcl,0.0,0.0
num__has_cdi,0.0,0.0
num__has_mfq_sr,0.0,0.0
cat__sex_assigned_at_birth_Female,0.0,0.0
num__cbcl_aggressive_behavior_proxy,-0.00078125,0.0015624999999999999
num__has_sdq,-0.00078125,0.000956831930774679
num__cdi_total,-0.001171875,0.0015624999999999999
num__cbcl_attention_problems_proxy,-0.0021614583333333438,0.007291945679185683
num__mfq_sr_total,-0.0029166666666666564,0.005408020944688977
