feature,importance_mean,importance_std
num__ari_p_symptom_total,0.017408274785323984,0.007072929098824567
num__has_sdq,0.005991412958626108,0.006796110086510545
num__ari_sr_symptom_total,0.005347384855581616,0.006419074208680496
num__sdq_conduct_problems,0.005093676814988313,0.006986456542683611
num__cbcl_externalizing_proxy,0.0040398126463701,0.010111399235542957
num__icut_total,0.0038641686182669943,0.006035653299079578
num__cbcl_attention_problems_proxy,0.0032006245120999475,0.004447508284512671
num__cbcl_internalizing_proxy,0.002868852459016469,0.0010038892388455523
num__cbcl_anxious_depressed_proxy,0.0028688524590164467,0.0016393442622951004
num__sdq_impact,0.0024590163934427034,0.0008196721311475308
num__sdq_emotional_symptoms,0.0016393442622951505,0.0008196721311475751
num__has_ari_sr,0.0012295081967213628,0.0010038892388456067
num__sdq_total_difficulties,0.000819672131147553,0.001639344262295106
num__age_years,2.2204460492503132e-17,0.0012960154344952564
num__sdq_hyperactivity_inattention,0.0,0.0
num__has_cbcl,0.0,0.0
num__has_ari_p,0.0,0.0
num__has_icut,0.0,0.0
cat__sex_assigned_at_birth_Female,0.0,0.0
cat__sex_assigned_at_birth_Male,0.0,0.0
num__cbcl_rule_breaking_proxy,-0.0010538641686181904,0.0069864565426835815
num__cbcl_aggressive_behavior_proxy,-0.009016393442622839,0.0024590163934425924
