mode,domain,winner_feature_set_id,winner_config_id,winner_seed,ablation_case,impacted_features,precision,recall,balanced_accuracy,pr_auc,brier,delta_balanced_accuracy_vs_winner,delta_precision_vs_winner,delta_recall_vs_winner
caregiver_1_3,adhd,full_eligible,rf_baseline,20260429,drop_top_1,adhd_hyperimpulsive_symptom_count,0.6724137931034483,0.8297872340425532,0.8656708190938154,0.6345451481447957,0.08617995133215416,-0.03348583397640836,0.015925243485127694,-0.08510638297872342
caregiver_1_3,adhd,full_eligible,rf_baseline,20260429,drop_top_3,adhd_hyperimpulsive_symptom_count|adhd_inattention_symptom_count|conduct_recent_6m_count,0.6724137931034483,0.4148936170212766,0.6828354095469078,0.49583821516153104,0.1356453932159238,-0.21632124352331594,0.015925243485127694,-0.5
caregiver_1_3,adhd,full_eligible,rf_baseline,20260429,drop_top_5,adhd_hyperimpulsive_symptom_count|adhd_inattention_symptom_count|conduct_recent_6m_count|conduct_symptom_count_12m|conduct_aggression_count,0.675,0.2872340425531915,0.6267776430382538,0.4730637242185394,0.1511812380196936,-0.27237901003196996,0.01851145038167945,-0.6276595744680851
caregiver_1_3,anxiety,full_eligible,rf_balanced_subsample,20260429,drop_top_1,mdd_symptom_count,0.9666666666666667,0.3372093023255814,0.6673356156297958,0.8431084330299196,0.06435941357268167,-0.1597214024318262,0.08787878787878789,-0.3372093023255814
caregiver_1_3,anxiety,full_eligible,rf_balanced_subsample,20260429,drop_top_3,mdd_symptom_count|gad_excessive_worry_multiple_areas|gad_difficulty_controlling_worry,0.0,0.0,0.5,0.7452835302065899,0.12253486647268463,-0.327057018061622,-0.8787878787878788,-0.6744186046511628
caregiver_1_3,anxiety,full_eligible,rf_balanced_subsample,20260429,drop_top_5,mdd_symptom_count|gad_excessive_worry_multiple_areas|gad_difficulty_controlling_worry|sep_anx_01_distress_on_separation|mdd_08_concentration_or_decision_difficulty,0.0,0.0,0.5,0.6279482044038818,0.16513750527337517,-0.327057018061622,-0.8787878787878788,-0.6744186046511628
caregiver_1_3,conduct,compact_robust_subset,rf_baseline,20260412,drop_top_1,conduct_aggression_count,0.9029850746268657,0.7610062893081762,0.8602539234702875,0.9113713399551513,0.07558478550902356,-0.020631281960853398,0.0654850746268657,-0.08176100628930816
caregiver_1_3,conduct,compact_robust_subset,rf_baseline,20260412,drop_top_3,conduct_aggression_count|conduct_symptom_count_12m|conduct_recent_6m_count,0.9855072463768116,0.4276729559748428,0.7122788455886675,0.8822460986027378,0.12767914912400036,-0.1686063598424734,0.14800724637681162,-0.41509433962264153
caregiver_1_3,conduct,compact_robust_subset,rf_baseline,20260412,drop_top_5,conduct_aggression_count|conduct_symptom_count_12m|conduct_recent_6m_count|conduct_destruction_count|conduct_deceit_theft_count,0.9736842105263158,0.23270440251572327,0.6147945688591078,0.8654887093577546,0.1541207794324205,-0.26609063657203313,0.1361842105263158,-0.6100628930817611
caregiver_1_3,depression,full_eligible,rf_large_subsample,20260412,drop_top_1,mdd_symptom_count,1.0,0.0975609756097561,0.5487804878048781,0.7230737446180754,0.10306094226828645,-0.2772398578257138,0.275,-0.6097560975609756
