pregunta_encuesta,dataset_origen,columna_origen,feature_final,tipo_respuesta,opciones_permitidas,rango_esperado,trastorno_relacionado,aplica_a_edad,requerida_opcional,modalidad
mfq_p_18,master_inference_ready_strict,mfq_p_18,mfq_p_18,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_19,master_inference_ready_strict,mfq_p_19,mfq_p_19,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_20,master_inference_ready_strict,mfq_p_20,mfq_p_20,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_21,master_inference_ready_strict,mfq_p_21,mfq_p_21,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_22,master_inference_ready_strict,mfq_p_22,mfq_p_22,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_23,master_inference_ready_strict,mfq_p_23,mfq_p_23,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_24,master_inference_ready_strict,mfq_p_24,mfq_p_24,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_25,master_inference_ready_strict,mfq_p_25,mfq_p_25,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_26,master_inference_ready_strict,mfq_p_26,mfq_p_26,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_27,master_inference_ready_strict,mfq_p_27,mfq_p_27,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_28,master_inference_ready_strict,mfq_p_28,mfq_p_28,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_29,master_inference_ready_strict,mfq_p_29,mfq_p_29,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_30,master_inference_ready_strict,mfq_p_30,mfq_p_30,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_31,master_inference_ready_strict,mfq_p_31,mfq_p_31,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_32,master_inference_ready_strict,mfq_p_32,mfq_p_32,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_33,master_inference_ready_strict,mfq_p_33,mfq_p_33,numeric,,0.0000|2.0000,depression,6-11,optional,reporte_cuidador
mfq_p_total,master_inference_ready_strict,mfq_p_total,mfq_p_total,numeric,,0.0000|60.0000,depression,6-11,optional,reporte_cuidador
mfq_sr_01,master_inference_ready_strict,mfq_sr_01,mfq_sr_01,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_02,master_inference_ready_strict,mfq_sr_02,mfq_sr_02,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_03,master_inference_ready_strict,mfq_sr_03,mfq_sr_03,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_04,master_inference_ready_strict,mfq_sr_04,mfq_sr_04,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_05,master_inference_ready_strict,mfq_sr_05,mfq_sr_05,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_06,master_inference_ready_strict,mfq_sr_06,mfq_sr_06,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_07,master_inference_ready_strict,mfq_sr_07,mfq_sr_07,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_08,master_inference_ready_strict,mfq_sr_08,mfq_sr_08,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_09,master_inference_ready_strict,mfq_sr_09,mfq_sr_09,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_10,master_inference_ready_strict,mfq_sr_10,mfq_sr_10,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_11,master_inference_ready_strict,mfq_sr_11,mfq_sr_11,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_12,master_inference_ready_strict,mfq_sr_12,mfq_sr_12,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_13,master_inference_ready_strict,mfq_sr_13,mfq_sr_13,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_14,master_inference_ready_strict,mfq_sr_14,mfq_sr_14,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_15,master_inference_ready_strict,mfq_sr_15,mfq_sr_15,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_16,master_inference_ready_strict,mfq_sr_16,mfq_sr_16,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_17,master_inference_ready_strict,mfq_sr_17,mfq_sr_17,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_18,master_inference_ready_strict,mfq_sr_18,mfq_sr_18,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_19,master_inference_ready_strict,mfq_sr_19,mfq_sr_19,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_20,master_inference_ready_strict,mfq_sr_20,mfq_sr_20,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_21,master_inference_ready_strict,mfq_sr_21,mfq_sr_21,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_22,master_inference_ready_strict,mfq_sr_22,mfq_sr_22,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_23,master_inference_ready_strict,mfq_sr_23,mfq_sr_23,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_24,master_inference_ready_strict,mfq_sr_24,mfq_sr_24,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_25,master_inference_ready_strict,mfq_sr_25,mfq_sr_25,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_26,master_inference_ready_strict,mfq_sr_26,mfq_sr_26,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_27,master_inference_ready_strict,mfq_sr_27,mfq_sr_27,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_28,master_inference_ready_strict,mfq_sr_28,mfq_sr_28,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_29,master_inference_ready_strict,mfq_sr_29,mfq_sr_29,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_30,master_inference_ready_strict,mfq_sr_30,mfq_sr_30,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_31,master_inference_ready_strict,mfq_sr_31,mfq_sr_31,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_32,master_inference_ready_strict,mfq_sr_32,mfq_sr_32,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_33,master_inference_ready_strict,mfq_sr_33,mfq_sr_33,numeric,,0.0000|2.0000,depression,6-11,optional,autoreporte
mfq_sr_total,master_inference_ready_strict,mfq_sr_total,mfq_sr_total,numeric,,0.0000|64.0000,depression,6-11,optional,autoreporte
ysr_anxious_depressed_proxy,master_inference_ready_strict,ysr_anxious_depressed_proxy,ysr_anxious_depressed_proxy,numeric,,0.0000|18.0000,depression,6-11,optional,autoreporte
age_years,master_inference_ready_strict,age_years,age_years,numeric,,6.0000|11.0000,general,6-11,required,dato_demografico
release,master_inference_ready_strict,release,release,numeric,,11.0000|11.0000,general,6-11,optional,dato_demografico
sex_assigned_at_birth,master_inference_ready_strict,sex_assigned_at_birth,sex_assigned_at_birth,categorical,Female|Male|Unknown,,general,6-11,optional,dato_demografico
site,master_inference_ready_strict,site,site,categorical,CBIC|CUNY|RUBIC|Staten Island,,general,6-11,optional,dato_demografico
cbcl_001,master_inference_ready_strict,cbcl_001,cbcl_001,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_002,master_inference_ready_strict,cbcl_002,cbcl_002,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_003,master_inference_ready_strict,cbcl_003,cbcl_003,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_004,master_inference_ready_strict,cbcl_004,cbcl_004,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_005,master_inference_ready_strict,cbcl_005,cbcl_005,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_006,master_inference_ready_strict,cbcl_006,cbcl_006,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_007,master_inference_ready_strict,cbcl_007,cbcl_007,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_008,master_inference_ready_strict,cbcl_008,cbcl_008,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_009,master_inference_ready_strict,cbcl_009,cbcl_009,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_010,master_inference_ready_strict,cbcl_010,cbcl_010,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_011,master_inference_ready_strict,cbcl_011,cbcl_011,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_012,master_inference_ready_strict,cbcl_012,cbcl_012,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_013,master_inference_ready_strict,cbcl_013,cbcl_013,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_014,master_inference_ready_strict,cbcl_014,cbcl_014,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_015,master_inference_ready_strict,cbcl_015,cbcl_015,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_016,master_inference_ready_strict,cbcl_016,cbcl_016,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_017,master_inference_ready_strict,cbcl_017,cbcl_017,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_018,master_inference_ready_strict,cbcl_018,cbcl_018,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_019,master_inference_ready_strict,cbcl_019,cbcl_019,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_020,master_inference_ready_strict,cbcl_020,cbcl_020,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_021,master_inference_ready_strict,cbcl_021,cbcl_021,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_022,master_inference_ready_strict,cbcl_022,cbcl_022,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_023,master_inference_ready_strict,cbcl_023,cbcl_023,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_024,master_inference_ready_strict,cbcl_024,cbcl_024,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_025,master_inference_ready_strict,cbcl_025,cbcl_025,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_026,master_inference_ready_strict,cbcl_026,cbcl_026,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_027,master_inference_ready_strict,cbcl_027,cbcl_027,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_028,master_inference_ready_strict,cbcl_028,cbcl_028,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_029,master_inference_ready_strict,cbcl_029,cbcl_029,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_030,master_inference_ready_strict,cbcl_030,cbcl_030,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_031,master_inference_ready_strict,cbcl_031,cbcl_031,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_032,master_inference_ready_strict,cbcl_032,cbcl_032,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_033,master_inference_ready_strict,cbcl_033,cbcl_033,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_034,master_inference_ready_strict,cbcl_034,cbcl_034,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_035,master_inference_ready_strict,cbcl_035,cbcl_035,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_036,master_inference_ready_strict,cbcl_036,cbcl_036,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_037,master_inference_ready_strict,cbcl_037,cbcl_037,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_038,master_inference_ready_strict,cbcl_038,cbcl_038,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_039,master_inference_ready_strict,cbcl_039,cbcl_039,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_040,master_inference_ready_strict,cbcl_040,cbcl_040,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_041,master_inference_ready_strict,cbcl_041,cbcl_041,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_042,master_inference_ready_strict,cbcl_042,cbcl_042,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_043,master_inference_ready_strict,cbcl_043,cbcl_043,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_044,master_inference_ready_strict,cbcl_044,cbcl_044,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_045,master_inference_ready_strict,cbcl_045,cbcl_045,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_046,master_inference_ready_strict,cbcl_046,cbcl_046,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_047,master_inference_ready_strict,cbcl_047,cbcl_047,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_048,master_inference_ready_strict,cbcl_048,cbcl_048,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_049,master_inference_ready_strict,cbcl_049,cbcl_049,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_050,master_inference_ready_strict,cbcl_050,cbcl_050,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_051,master_inference_ready_strict,cbcl_051,cbcl_051,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_052,master_inference_ready_strict,cbcl_052,cbcl_052,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_053,master_inference_ready_strict,cbcl_053,cbcl_053,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_054,master_inference_ready_strict,cbcl_054,cbcl_054,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_055,master_inference_ready_strict,cbcl_055,cbcl_055,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_056,master_inference_ready_strict,cbcl_056,cbcl_056,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_057,master_inference_ready_strict,cbcl_057,cbcl_057,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_058,master_inference_ready_strict,cbcl_058,cbcl_058,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_059,master_inference_ready_strict,cbcl_059,cbcl_059,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_060,master_inference_ready_strict,cbcl_060,cbcl_060,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_061,master_inference_ready_strict,cbcl_061,cbcl_061,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_062,master_inference_ready_strict,cbcl_062,cbcl_062,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_063,master_inference_ready_strict,cbcl_063,cbcl_063,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_064,master_inference_ready_strict,cbcl_064,cbcl_064,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_065,master_inference_ready_strict,cbcl_065,cbcl_065,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_066,master_inference_ready_strict,cbcl_066,cbcl_066,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_067,master_inference_ready_strict,cbcl_067,cbcl_067,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_068,master_inference_ready_strict,cbcl_068,cbcl_068,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_069,master_inference_ready_strict,cbcl_069,cbcl_069,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_070,master_inference_ready_strict,cbcl_070,cbcl_070,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_071,master_inference_ready_strict,cbcl_071,cbcl_071,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_072,master_inference_ready_strict,cbcl_072,cbcl_072,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_073,master_inference_ready_strict,cbcl_073,cbcl_073,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_074,master_inference_ready_strict,cbcl_074,cbcl_074,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_075,master_inference_ready_strict,cbcl_075,cbcl_075,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_076,master_inference_ready_strict,cbcl_076,cbcl_076,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_077,master_inference_ready_strict,cbcl_077,cbcl_077,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_078,master_inference_ready_strict,cbcl_078,cbcl_078,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_079,master_inference_ready_strict,cbcl_079,cbcl_079,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_080,master_inference_ready_strict,cbcl_080,cbcl_080,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_081,master_inference_ready_strict,cbcl_081,cbcl_081,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_082,master_inference_ready_strict,cbcl_082,cbcl_082,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_083,master_inference_ready_strict,cbcl_083,cbcl_083,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_084,master_inference_ready_strict,cbcl_084,cbcl_084,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_085,master_inference_ready_strict,cbcl_085,cbcl_085,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_086,master_inference_ready_strict,cbcl_086,cbcl_086,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_087,master_inference_ready_strict,cbcl_087,cbcl_087,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_088,master_inference_ready_strict,cbcl_088,cbcl_088,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_089,master_inference_ready_strict,cbcl_089,cbcl_089,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_090,master_inference_ready_strict,cbcl_090,cbcl_090,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_091,master_inference_ready_strict,cbcl_091,cbcl_091,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_092,master_inference_ready_strict,cbcl_092,cbcl_092,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_093,master_inference_ready_strict,cbcl_093,cbcl_093,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_094,master_inference_ready_strict,cbcl_094,cbcl_094,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_095,master_inference_ready_strict,cbcl_095,cbcl_095,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_096,master_inference_ready_strict,cbcl_096,cbcl_096,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_097,master_inference_ready_strict,cbcl_097,cbcl_097,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_098,master_inference_ready_strict,cbcl_098,cbcl_098,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_099,master_inference_ready_strict,cbcl_099,cbcl_099,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_100,master_inference_ready_strict,cbcl_100,cbcl_100,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_101,master_inference_ready_strict,cbcl_101,cbcl_101,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_102,master_inference_ready_strict,cbcl_102,cbcl_102,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_103,master_inference_ready_strict,cbcl_103,cbcl_103,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_104,master_inference_ready_strict,cbcl_104,cbcl_104,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_105,master_inference_ready_strict,cbcl_105,cbcl_105,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_106,master_inference_ready_strict,cbcl_106,cbcl_106,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_107,master_inference_ready_strict,cbcl_107,cbcl_107,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_108,master_inference_ready_strict,cbcl_108,cbcl_108,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_109,master_inference_ready_strict,cbcl_109,cbcl_109,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_110,master_inference_ready_strict,cbcl_110,cbcl_110,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_111,master_inference_ready_strict,cbcl_111,cbcl_111,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_112,master_inference_ready_strict,cbcl_112,cbcl_112,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_113,master_inference_ready_strict,cbcl_113,cbcl_113,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_114,master_inference_ready_strict,cbcl_114,cbcl_114,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_115,master_inference_ready_strict,cbcl_115,cbcl_115,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_116,master_inference_ready_strict,cbcl_116,cbcl_116,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_117,master_inference_ready_strict,cbcl_117,cbcl_117,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_118,master_inference_ready_strict,cbcl_118,cbcl_118,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_externalizing_proxy,master_inference_ready_strict,cbcl_externalizing_proxy,cbcl_externalizing_proxy,numeric,,2.0000|40.0000,transdiagnostic,6-11,optional,reporte_cuidador
cbcl_internalizing_proxy,master_inference_ready_strict,cbcl_internalizing_proxy,cbcl_internalizing_proxy,numeric,,0.0000|38.0000,transdiagnostic,6-11,optional,reporte_cuidador
has_cbcl,master_inference_ready_strict,has_cbcl,has_cbcl,binary,0|1,,transdiagnostic,6-11,optional,disponibilidad_instrumental
has_sdq,master_inference_ready_strict,has_sdq,has_sdq,binary,0|1,,transdiagnostic,6-11,optional,disponibilidad_instrumental
has_ysr,master_inference_ready_strict,has_ysr,has_ysr,binary,0|1,,transdiagnostic,6-11,optional,disponibilidad_instrumental
sdq_01,master_inference_ready_strict,sdq_01,sdq_01,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_02,master_inference_ready_strict,sdq_02,sdq_02,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_03,master_inference_ready_strict,sdq_03,sdq_03,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_04,master_inference_ready_strict,sdq_04,sdq_04,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_05,master_inference_ready_strict,sdq_05,sdq_05,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_06,master_inference_ready_strict,sdq_06,sdq_06,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_07,master_inference_ready_strict,sdq_07,sdq_07,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_08,master_inference_ready_strict,sdq_08,sdq_08,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_09,master_inference_ready_strict,sdq_09,sdq_09,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_10,master_inference_ready_strict,sdq_10,sdq_10,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_11,master_inference_ready_strict,sdq_11,sdq_11,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_12,master_inference_ready_strict,sdq_12,sdq_12,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_13,master_inference_ready_strict,sdq_13,sdq_13,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_14,master_inference_ready_strict,sdq_14,sdq_14,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_15,master_inference_ready_strict,sdq_15,sdq_15,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_16,master_inference_ready_strict,sdq_16,sdq_16,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_17,master_inference_ready_strict,sdq_17,sdq_17,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_18,master_inference_ready_strict,sdq_18,sdq_18,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_19,master_inference_ready_strict,sdq_19,sdq_19,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
