feature,importance
num__cbcl_attention_problems_proxy,0.036437854316633246
num__comorbidity_count_5targets,0.03475139943218521
num__swan_inattention_total,0.03175214024479278
num__swan_hyperactive_impulsive_total,0.02989278445080509
num__cbcl_externalizing_proxy,0.0260195728802337
num__swan_total,0.024041499963191673
num__cbcl_033,0.024030517211553123
num__cbcl_037,0.021302776683048814
num__cbcl_043,0.020776768849228175
num__cbcl_050,0.019584750743859906
num__cbcl_rule_breaking_proxy,0.01887152204424911
num__cbcl_042,0.01803881476629956
num__cbcl_040,0.01798300696184741
num__swan_14,0.01740032927636763
num__cbcl_044,0.01731992720919427
num__swan_06,0.016849787309965846
num__cbcl_046,0.016321767730791414
num__swan_02,0.015377317096879744
num__swan_08,0.015075259520315352
num__swan_03,0.01450065525982326
num__swan_12,0.014110961335133865
num__cbcl_064,0.013831476707590207
num__cbcl_045,0.013366674506153626
num__swan_16,0.013160774478035013
num__cbcl_065,0.011602094303710788
num__swan_05,0.011395980887870742
num__cbcl_034,0.011148854974916906
num__cbcl_055,0.010941382737326913
num__cbcl_031,0.010800842862327326
num__swan_13,0.01044871655001646
num__cbcl_063,0.010367813260601993
num__cbcl_041,0.010213339843719428
num__cbcl_084,0.010048082163605648
num__cbcl_048,0.009365051334915855
num__cbcl_059,0.009351535170648389
num__cbcl_aggressive_behavior_proxy,0.00922380055890294
num__swan_09,0.009002862854585101
num__cbcl_057,0.00880598359872625
num__cbcl_079,0.00861109402226132
num__cbcl_038,0.008336638650671016
num__cbcl_067,0.008131027381195696
num__cbcl_054,0.00808769271880817
num__cbcl_086,0.007943410868733595
num__cbcl_051,0.007929654435591542
num__cbcl_069,0.007626445765608507
num__cbcl_061,0.007353103618688145
num__cbcl_082,0.007346534864047718
num__swan_07,0.007271281896534818
num__swan_04,0.007073045071016039
num__cbcl_090,0.006956449909534377
num__cbcl_049,0.006387580836730596
num__sdq_total_difficulties,0.006270721982517443
num__swan_17,0.006077057648175431
num__cbcl_056,0.005970211155742904
num__cbcl_078,0.005879165650220911
num__cbcl_058,0.0057576611755771005
num__cbcl_073,0.00558492966538529
num__swan_01,0.005388373480326456
num__swan_10,0.005350941840565733
num__cbcl_032,0.005345269098101943
num__sdq_conduct_problems,0.0052725267370684935
num__cbcl_035,0.005207345984341748
num__sdq_hyperactivity_inattention,0.005007074951700163
