feature,importance_mean,importance_std
cat__sex_assigned_at_birth_Male,0.057962529274004713,0.012619929520818881
num__sdq_conduct_problems,0.014129586260733861,0.0043745459469746876
num__cbcl_attention_problems_proxy,0.013797814207650295,0.006544295248158606
num__cbcl_rule_breaking_proxy,0.01133879781420768,0.00621712597304843
num__ari_sr_symptom_total,0.00755269320843095,0.006211977822663992
num__age_years,0.007142857142857184,0.005832118435198077
num__cbcl_externalizing_proxy,0.005991412958626085,0.006544295248158605
num__has_sdq,0.005581576893052298,0.00707745101943372
num__sdq_hyperactivity_inattention,0.004352068696331002,0.0053694196062506454
num__comorbidity_count_5targets,0.003942232630757214,0.005750634637480557
num__release,0.003532396565183449,0.004374545946974635
num__cbcl_aggressive_behavior_proxy,0.0027127244340358738,0.005974383771455176
num__sdq_impact,0.0023809523809523946,0.004761904761904789
num__ari_p_symptom_total,0.0023809523809523504,0.00795037032190444
num__sdq_total_difficulties,0.0015612802498048196,0.005252307225385221
num__has_cbcl,0.0,0.0
num__cbcl_anxious_depressed_proxy,0.0,0.0
num__has_ari_p,0.0,0.0
num__icut_total,0.0,0.0
num__has_icut,0.0,0.0
num__sdq_emotional_symptoms,0.0,0.0
cat__sex_assigned_at_birth_Female,0.0,0.0
num__has_ari_sr,0.0,0.0
num__cbcl_internalizing_proxy,-0.00048790007806407407,0.0042224080367194855
