feature,importance_mean,importance_std
cat__sex_assigned_at_birth_Male,0.07478260869565227,0.011118271970321345
num__has_conners,0.017947826086956598,0.004413323169197951
num__conners_conduct_problems,0.01350559006211185,0.00616444729704057
num__cbcl_externalizing_proxy,0.004084472049689469,0.0058051772202529
num__sdq_impact,0.0031055900621118626,0.0
num__sdq_conduct_problems,0.0017788819875776962,0.004889920695551267
num__cbcl_internalizing_proxy,0.0009788819875777399,0.006234878516796341
cat__sex_assigned_at_birth_Female,0.0009788819875776733,0.0031808073800380894
num__has_sdq,0.0007155279503106016,0.002800668985979732
num__comorbidity_count_5targets,0.0006211180124223947,0.002818359512450795
num__release,0.00044223602484476653,0.0013759938417397316
num__cbcl_anxious_depressed_proxy,0.0,0.0
num__has_cbcl,0.0,0.0
num__cbcl_aggressive_behavior_proxy,0.0,0.0
num__conners_total,0.0,0.0
num__conners_hyperactivity,0.0,0.0
num__swan_inattention_total,0.0,0.0
num__swan_hyperactive_impulsive_total,0.0,0.0
num__sdq_emotional_symptoms,0.0,0.0
num__cbcl_rule_breaking_proxy,-0.0015055900621117502,0.003940676560462192
num__cbcl_attention_problems_proxy,-0.0015999999999998904,0.00346280862240729
num__swan_total,-0.002042236024844679,0.003946117544989034
num__age_years,-0.002042236024844701,0.0028028720933642756
num__sdq_hyperactivity_inattention,-0.002842236024844702,0.005466845756994279
num__sdq_total_difficulties,-0.0036422360248446807,0.003182747365348997
num__has_swan,-0.004621118012422288,0.003061732555603593
